"","word"
"3797","family"
"3798","with"
"3799","the"
"3800","conspiracytheory"
"3801","about"
"3802","the"
"3803","founding"
"3804","fathers"
"3805","it's"
"3806","not"
"3807","a"
"3808","conspiracy"
"3809","theory"
"3810","per"
"3811","se"
"3812","you"
"3813","know"
"3814","what"
"3815","i"
"3816","take"
"3817","it"
"3818","back.you're"
"3819","not"
"3820","liars"
"3821","you're"
"3822","insane"
"3823","there's"
"3824","a"
"3825","copy"
"3826","of"
"3827","the"
"3828","declarationon"
"3829","display"
"3830","now"
"3831","yes"
"3832","we"
"3833","decided"
"3834","to"
"3835","leave"
"3836","it"
"3837","there"
"3838","the"
"3839","guests"
"3840","know"
"3841","something"
"3842","happened"
"3843","but"
"3844","they"
"3845","don't"
"3846","know"
"3847","what"
"3848","they"
"3849","got"
"3850","him"
"3851","with"
"3852","a"
"3853","taser"
"3854","at"
"3855","the"
"3856","serviceentrance"
"3857","he"
"3858","doesn't"
"3859","remember"
"3860","a"
"3861","thing"
"3862","also"
"3863","we"
"3864","found"
"3865","bullet"
"3866","casings"
"3867","did"
"3868","we"
"3869","get"
"3870","a"
"3871","descriptionfrom"
"3872","the"
"3873","other"
"3874","guards"
"3875","which"
"3876","guards"
"3877","the"
"3878","guards"
"3879","that"
"3880","were"
"3881","fired"
"3882","upon"
"3883","there"
"3884","weren't"
"3885","any"
"3886","other"
"3887","guardson"
"3888","patrol"
"3889","down"
"3890","here"
"3891","so"
"3892","who"
"3893","was"
"3894","shooting"
"3895","who"
"3896","were"
"3897","they"
"3898","shooting"
"3899","at"
"3900","and"
"3901","why"
"3902","weren't"
"3903","they"
"3904","getting"
"3905","along"
"3906","you"
"3907","can't"
"3908","seriously"
"3909","intendto"
"3910","run"
"3911","chemical"
"3912","tests"
"3913","on"
"3914","the"
"3915","declaration"
"3916","of"
"3917","independencein"
"3918","the"
"3919","back"
"3920","of"
"3921","a"
"3922","moving"
"3923","van"
"3924","we"
"3925","have"
"3926","a"
"3927","clean"
"3928","room"
"3929","environmentall"
"3930","set"
"3931","up"
"3932","eds"
"3933","suits"
"3934","a"
"3935","particulate"
"3936","air"
"3937","filtrationsystem"
"3938","the"
"3939","whole"
"3940","shebang"
"3941","really"
"3942","we"
"3943","can't"
"3944","go"
"3945","back"
"3946","there"
"3947","what"
"3948","why"
"3949","not"
"3950","this"
"3951","is"
"3952","the"
"3953","guy"
"3954","dr"
"3955","herbert"
"3956","saiddr"
"3957","chase"
"3958","introduced"
"3959","him"
"3960","as"
"3961","mr"
"3962","brown"
"3963","not"
"3964","on"
"3965","the"
"3966","guestlist"
"3967","now"
"3968","the"
"3969","gift"
"3970","store"
"3971","clerk"
"3972","she"
"3973","saidhe"
"3974","seemed"
"3975","well"
"3976","she"
"3977","said"
"3978","flustered"
"3979","he"
"3980","tried"
"3981","to"
"3982","walk"
"3983","out"
"3984","with"
"3985","a"
"3986","copyof"
"3987","the"
"3988","declaration"
"3989","of"
"3990","independence"
"3991","without"
"3992","paying"
"3993","he"
"3994","paid"
"3995","with"
"3996","a"
"3997","visa"
"3998","charge"
"3999","to"
"4000","benjamin"
"4001","gates"
"4002","a"
"4003","credit"
"4004","card"
"4005","slip"
"4006","dude"
"4007","we're"
"4008","on"
"4009","the"
"4010","grid"
"4011","they'll"
"4012","have"
"4013","your"
"4014","records"
"4015","from"
"4016","forever.they'll"
"4017","have"
"4018","my"
"4019","records"
"4020","from"
"4021","forever"
"4022","i"
"4023","know"
"4024","i"
"4025","know"
"4026","it's"
"4027","only"
"4028","a"
"4029","matter"
"4030","of"
"4031","minutesbefore"
"4032","the"
"4033","fbi"
"4034","shows"
"4035","up"
"4036","at"
"4037","my"
"4038","front"
"4039","door"
"4040","what"
"4041","do"
"4042","we"
"4043","do"
"4044","we"
"4045","need"
"4046","those"
"4047","letters"
"4048","what"
"4049","letters"
"4050","you"
"4051","know"
"4052","get"
"4053","off"
"4054","the"
"4055","road"
"4056","take"
"4057","a"
"4058","right"
"4059","what"
"4060","letters"
"4061","you"
"4062","have"
"4063","the"
"4064","original"
"4065","silence"
"4066","dogoodletters"
"4067","did"
"4068","you"
"4069","steal"
"4070","those"
"4071","too"
"4072","we"
"4073","have"
"4074","scans"
"4075","of"
"4076","the"
"4077","originals"
"4078","quiet"
"4079","please"
"4080","how'd"
"4081","you"
"4082","get"
"4083","scans"
"4084","oh"
"4085","i"
"4086","know"
"4087","the"
"4088","personwho"
"4089","has"
"4090","the"
"4091","originals"
"4092","now"
"4093","shush"
"4094","why"
"4095","do"
"4096","you"
"4097","need"
"4098","them"
"4099","she"
"4100","really"
"4101","can't"
"4102","shut"
"4103","her"
"4104","mouth"
"4105","can"
"4106","she"
"4107","i'll"
"4108","tell"
"4109","you"
"4110","what"
"4111","look.i"
"4112","will"
"4113","let"
"4114","you"
"4115","hold"
"4116","onto"
"4117","this"
"4118","if"
"4119","you'll"
"4120","promise"
"4121","to"
"4122","shut"
"4123","up"
"4124","please"
"4125","thank"
"4126","you"
"4127","ben"
"4128","you"
"4129","know"
"4130","what"
"4131","you"
"4132","have"
"4133","to"
"4134","do"
"4135","i"
"4136","know"
"4137","what"
"4138","to"
"4139","do"
"4140","i'm"
"4141","just"
"4142","trying"
"4143","to"
"4144","thinkof"
"4145","anything"
"4146","else"
"4147","we"
"4148","could"
"4149","do"
"4150","well"
"4151","not"
"4152","to"
"4153","be"
"4154","a"
"4155","nudge"
"4156","but"
"4157","you"
"4158","do"
"4159","realise"
"4160","how"
"4161","many"
"4162","peoplewe"
"4163","have"
"4164","after"
"4165","us"
"4166","we"
"4167","probably"
"4168","haveour"
"4169","own"
"4170","satellite"
"4171","by"
"4172","now"
"4173","it"
"4174","took"
"4175","you"
"4176","all"
"4177","of"
"4178","two"
"4179","seconds"
"4180","to"
"4181","decideto"
"4182","steal"
"4183","the"
"4184","declaration"
"4185","of"
"4186","independence"
"4187","yeah"
"4188","but"
"4189","i"
"4190","didn't"
"4191","think"
"4192","i"
"4193","was"
"4194","gonnapersonally"
"4195","have"
"4196","to"
"4197","tell"
"4198","my"
"4199","dad"
"4200","about"
"4201","it"
"4202","hey"
"4203","not"
"4204","cool"
"4205","not"
"4206","cool"
"4207","let"
"4208","me"
"4209","go"
"4210","ok"
"4211","you're"
"4212","let"
"4213","go"
"4214","go"
"4215","shoo"
"4216","i'm"
"4217","not"
"4218","going"
"4219","not"
"4220","without"
"4221","the"
"4222","declaration"
"4223","you're"
"4224","not"
"4225","going"
"4226","with"
"4227","the"
"4228","declaration"
"4229","yes"
"4230","i"
"4231","am"
"4232","i'm"
"4233","not"
"4234","letting"
"4235","itout"
"4236","of"
"4237","my"
"4238","sight"
"4239","so"
"4240","i'm"
"4241","going"
"4242","wait"
"4243","you're"
"4244","not"
"4245","going"
"4246","with"
"4247","uswith"
"4248","the"
"4249","declaration"
"4250","yes"
"4251","i"
"4252","am"
"4253","no"
"4254","you're"
"4255","not"
"4256","look"
"4257","if"
"4258","you"
"4259","wanted"
"4260","to"
"4261","leave"
"4262","me"
"4263","behind"
"4264","you"
"4265","shouldn't"
"4266","have"
"4267","told"
"4268","mewhere"
"4269","you"
"4270","were"
"4271","going"
"4272","clear"
"4273","what"
"4274","the"
"4275","now"
"4276","we're"
"4277","getting"
"4278","somewhere"
"4279","they're"
"4280","digital"
"4281","scans"
"4282","of"
"4283","lettersto"
"4284","the"
"4285","editor"
"4286","of"
"4287","the"
"4288","new"
"4289","england"
"4290","courant"
"4291","written"
"4292","they're"
"4293","all"
"4294","from"
"4295","the"
"4296","same"
"4297","person.your"
"4298","humble"
"4299","servant"
"4300","silence"
"4301","dogood"
"4302","gentlemen"
"4303","why"
"4304","is"
"4305","this"
"4306","word"
"4307","capitalised"
"4308","because"
"4309","it's"
"4310","important"
"4311","because"
"4312","it's"
"4313","a"
"4314","name"
"4315","ok"
"4316","i"
"4317","got"
"4318","it.when"
"4319","ben"
"4320","franklin"
"4321","was"
"4322","only"
"4323","years"
"4324","old"
"4325","he"
"4326","secretly"
"4327","wrote"
"4328","lettersto"
"4329","his"
"4330","brother's"
"4331","newspaper"
"4332","pretending"
"4333","to"
"4334","be"
"4335","a"
"4336","middle"
"4337","aged"
"4338","widownamed"
"4339","silence"
"4340","dogood"
"4341","these"
"4342","letters"
"4343","were"
"4344","writtenby"
"4345","benjamin"
"4346","franklin"
"4347","looks"
"4348","ok"
"4349","park"
"4350","a"
"4351","couple"
"4352","of"
"4353","blocks"
"4354","away"
"4355","well"
"4356","how"
"4357","long"
"4358","do"
"4359","you"
"4360","think"
"4361","we"
"4362","got"
"4363","i'm"
"4364","gonna"
"4365","give"
"4366","them"
"4367","a"
"4368","couple"
"4369","of"
"4370","hoursat"
"4371","least"
"4372","i"
"4373","hope"
"4374","what"
"4375","do"
"4376","we"
"4377","do"
"4378","about"
"4379","her"
"4380","i've"
"4381","got"
"4382","some"
"4383","duct"
"4384","tape"
"4385","in"
"4386","the"
"4387","back"
"4388","no"
"4389","that"
"4390","won't"
"4391","be"
"4392","necessary.she"
"4393","won't"
"4394","be"
"4395","any"
"4396","trouble"
"4397","promise"
"4398","you"
"4399","won't"
"4400","be"
"4401","any"
"4402","trouble"
"4403","i"
"4404","promise"
"4405","see"
"4406","she's"
"4407","curious"
"4408","here's"
"4409","what"
"4410","i"
"4411","got"
"4412","on"
"4413","gates"
"4414","a"
"4415","degreein"
"4416","american"
"4417","history"
"4418","from"
"4419","georgetown"
"4420","a"
"4421","degree"
"4422","in"
"4423","mechanical"
"4424","engineeringat"
"4425","mit"
"4426","navy"
"4427","rotc"
"4428","and"
"4429","naval"
"4430","divingand"
"4431","salvage"
"4432","training"
"4433","centre"
"4434","what"
"4435","in"
"4436","the"
"4437","world"
"4438","did"
"4439","this"
"4440","guywant"
"4441","to"
"4442","be"
"4443","when"
"4444","he"
"4445","grew"
"4446","up"
"4447","we"
"4448","keep"
"4449","our"
"4450","focus"
"4451","on"
"4452","gates"
"4453","run"
"4454","him"
"4455","to"
"4456","ground"
"4457","compile"
"4458","a"
"4459","family"
"4460","and"
"4461","friends"
"4462","list.closest"
"4463","relative"
"4464","first"
"4465","i"
"4466","want"
"4467","to"
"4468","find"
"4469","out"
"4470","who"
"4471","this"
"4472","guy"
"4473","is"
"4474","dad"
"4475","where's"
"4476","the"
"4477","party"
"4478","well"
"4479","i'm"
"4480","in"
"4481","a"
"4482","little"
"4483","trouble"
"4484","is"
"4485","she"
"4486","pregnant"
"4487","well"
"4488","if"
"4489","she"
"4490","is"
"4491","are"
"4492","you"
"4493","gonna"
"4494","leave"
"4495","the"
"4496","woman"
"4497","carryingyour"
"4498","grandchild"
"4499","standing"
"4500","out"
"4501","in"
"4502","the"
"4503","cold"
"4504","i"
"4505","look"
"4506","pregnant"
"4507","this"
"4508","better"
"4509","not"
"4510","be"
"4511","aboutthat"
"4512","dumb"
"4513","treasure"
"4514","well"
"4515","have"
"4516","a"
"4517","seat.make"
"4518","yourselves"
"4519","comfortable"
"4520","there's"
"4521","some"
"4522","pizza.it's"
"4523","still"
"4524","warm"
"4525","i"
"4526","think"
"4527","dad"
"4528","i"
"4529","need"
"4530","the"
"4531","silence"
"4532","dogood"
"4533","letters.yeah"
"4534","it's"
"4535","about"
"4536","the"
"4537","treasure"
"4538","and"
"4539","he"
"4540","dragged"
"4541","you"
"4542","twointo"
"4543","this"
"4544","nonsense"
"4545","literally"
"4546","i"
"4547","volunteered"
"4548","well"
"4549","unvolunteer"
"4550","before"
"4551","you"
"4552","waste"
"4553","your"
"4554","life"
"4555","knock"
"4556","it"
"4557","off"
"4558","dad"
"4559","sure"
"4560","sure"
"4561","i"
"4562","know"
"4563","i'm"
"4564","the"
"4565","family"
"4566","kook"
"4567","i"
"4568","have"
"4569","a"
"4570","job"
"4571","a"
"4572","house"
"4573","health"
"4574","insurance"
"4575","at"
"4576","least"
"4577","i"
"4578","had"
"4579","your"
"4580","mother"
"4581","for"
"4582","howeverbrief"
"4583","a"
"4584","time"
"4585","at"
"4586","least"
"4587","i"
"4588","had"
"4589","you"
"4590","what"
"4591","do"
"4592","you"
"4593","have"
"4594","him"
"4595","look"
"4596","if"
"4597","you"
"4598","just"
"4599","give"
"4600","us"
"4601","the"
"4602","letters"
"4603","we're"
"4604","gone"
"4605","you"
"4606","disappoint"
"4607","me"
"4608","ben"
"4609","well"
"4610","maybe"
"4611","that's"
"4612","the"
"4613","real"
"4614","gates"
"4615","familylegacy"
"4616","sons"
"4617","who"
"4618","disappoint"
"4619","their"
"4620","fathers"
"4621","get"
"4622","out"
"4623","take"
"4624","your"
"4625","troubles"
"4626","with"
"4627","you"
"4628","i"
"4629","found"
"4630","the"
"4631","charlotte"
"4632","the"
"4633","charlotte"
"4634","you"
"4635","mean"
"4636","she"
"4637","was"
"4638","a"
"4639","ship"
"4640","yeah"
"4641","she"
"4642","was"
"4643","beautiful"
"4644","it"
"4645","was"
"4646","amazing"
"4647","dad"
"4648","and"
"4649","the"
"4650","treasure"
"4651","no"
"4652","no"
"4653","but"
"4654","we"
"4655","found"
"4656","another"
"4657","cluethat"
"4658","led"
"4659","us"
"4660","here"
"4661","yeah"
"4662","and"
"4663","that'll"
"4664","lead"
"4665","youto"
"4666","another"
"4667","clue"
"4668","and"
"4669","that's"
"4670","all"
"4671","you'll"
"4672","ever"
"4673","find"
"4674","is"
"4675","another"
"4676","clue"
"4677","don't"
"4678","you"
"4679","get"
"4680","it"
"4681","ben"
"4682","i"
"4683","finally"
"4684","figured"
"4685","it"
"4686","out"
"4687","the"
"4688","legend"
"4689","says"
"4690","that"
"4691","the"
"4692","treasurewas"
"4693","buried"
"4694","to"
"4695","keep"
"4696","it"
"4697","from"
"4698","the"
"4699","british"
"4700","but"
"4701","what"
"4702","really"
"4703","happenedwas"
"4704","the"
"4705","legend"
"4706","was"
"4707","invented"
"4708","to"
"4709","keep"
"4710","the"
"4711","british"
"4712","occupiedsearching"
"4713","for"
"4714","buried"
"4715","treasure"
"4716","the"
"4717","treasure"
"4718","is"
"4719","a"
"4720","myth"
"4721","i"
"4722","refuse"
"4723","to"
"4724","believe"
"4725","that"
"4726","well"
"4727","you"
"4728","can"
"4729","believe"
"4730","what"
"4731","you"
"4732","want.you're"
"4733","a"
"4734","grown"
"4735","person"
"4736","what"
"4737","am"
"4738","i"
"4739","doing"
"4740","do"
"4741","what"
"4742","you"
"4743","want"
"4744","ben.do"
"4745","what"
"4746","you"
"4747","want"
"4748","he's"
"4749","probably"
"4750","right"
"4751","you"
"4752","don't"
"4753","even"
"4754","knowif"
"4755","there"
"4756","is"
"4757","another"
"4758","clue"
"4759","well"
"4760","i"
"4761","can"
"4762","think"
"4763","of"
"4764","a"
"4765","way"
"4766","where"
"4767","we"
"4768","couldfind"
"4769","out"
"4770","and"
"4771","we"
"4772","can"
"4773","find"
"4774","out"
"4775","right"
"4776","now"
"4777","looks"
"4778","like"
"4779","animal"
"4780","skin"
"4781","how"
"4782","old"
"4783","is"
"4784","it"
"4785","at"
"4786","least"
"4787","years"
"4788","really"
"4789","you"
"4790","sure"
"4791","pretty"
"4792","darn"
"4793","now"
"4794","if"
"4795","this"
"4796","thing's"
"4797","in"
"4798","invisible"
"4799","ink"
"4800","how"
"4801","do"
"4802","we"
"4803","look"
"4804","at"
"4805","it"
"4806","throw"
"4807","it"
"4808","in"
"4809","the"
"4810","oven"
"4811","no"
"4812","uh"
"4813","uh"
"4814","ferrous"
"4815","sulphate"
"4816","inkscan"
"4817","only"
"4818","be"
"4819","brought"
"4820","out"
"4821","with"
"4822","heat"
"4823","yes"
"4824","but"
"4825","this"
"4826","it's"
"4827","very"
"4828","old"
"4829","this"
"4830","is"
"4831","very"
"4832","old"
"4833","and"
"4834","we"
"4835","can'trisk"
"4836","compromising"
"4837","the"
"4838","map"
"4839","you"
"4840","need"
"4841","a"
"4842","reagent"
"4843","dad"
"4844","it's"
"4845","really"
"4846","late.why"
"4847","don't"
"4848","you"
"4849","get"
"4850","some"
"4851","rest"
"4852","i'm"
"4853","fine"
"4854","lemons"
"4855","you"
"4856","can't"
"4857","do"
"4858","that"
"4859","but"
"4860","it"
"4861","has"
"4862","to"
"4863","be"
"4864","done"
"4865","then"
"4866","someone"
"4867","who"
"4868","is"
"4869","trained"
"4870","to"
"4871","handleantique"
"4872","documents"
"4873","is"
"4874","gonna"
"4875","do"
"4876","it"
"4877","ok"
"4878","ok"
"4879","now"
"4880","if"
"4881","there"
"4882","is"
"4883","a"
"4884","secret"
"4885","message"
"4886","it'll"
"4887","probably"
"4888","be"
"4889","marked"
"4890","by"
"4891","a"
"4892","symbolin"
"4893","the"
"4894","upper"
"4895","right"
"4896","hand"
"4897","corner"
"4898","that's"
"4899","right"
"4900","i"
"4901","am"
"4902","so"
"4903","getting"
"4904","fired"
"4905","for"
"4906","this"
"4907","i"
"4908","told"
"4909","you"
"4910","you"
"4911","need"
"4912","heat"
"4913","see"
"4914","we"
"4915","need"
"4916","more"
"4917","juice"
"4918","we"
"4919","need"
"4920","more"
"4921","heat"
"4922","that's"
"4923","not"
"4924","a"
"4925","map"
"4926","is"
"4927","it"
"4928","more"
"4929","clues"
"4930","what"
"4931","a"
"4932","surprise"
"4933","are"
"4934","those"
"4935","latitudes"
"4936","and"
"4937","longitudes"
"4938","that's"
"4939","why"
"4940","we"
"4941","needthe"
"4942","silence"
"4943","dogood"
"4944","letters"
"4945","that's"
"4946","the"
"4947","key"
"4948","yeah"
"4949","the"
"4950","key"
"4951","in"
"4952","silence"
"4953","undetected"
"4954","dad"
"4955","can"
"4956","we"
"4957","have"
"4958","the"
"4959","letters"
"4960","now"
"4961","will"
"4962","somebody"
"4963","please"
"4964","explain"
"4965","to"
"4966","mewhat"
"4967","these"
"4968","magic"
"4969","numbers"
"4970","are"
"4971","it's"
"4972","an"
"4973","ottendorf"
"4974","cipher"
"4975","that's"
"4976","right"
"4977","oh"
"4978","ok"
"4979","what's"
"4980","an"
"4981","ottendorf"
"4982","cipher"
"4983","they're"
"4984","just"
"4985","codes"
"4986","each"
"4987","of"
"4988","these"
"4989","three"
"4990","numberscorresponds"
"4991","to"
"4992","a"
"4993","word"
"4994","in"
"4995","a"
"4996","key"
"4997","usually"
"4998","a"
"4999","random"
"5000","bookor"
"5001","a"
"5002","newspaper"
"5003","article"
"5004","in"
"5005","this"
"5006","case"
"5007","the"
"5008","silence"
"5009","dogood"
"5010","letters"
"5011","so"
"5012","it's"
"5013","like"
"5014","the"
"5015","page"
"5016","numberof"
"5017","the"
"5018","key"
"5019","text"
"5020","the"
"5021","line"
"5022","on"
"5023","the"
"5024","page"
"5025","and"
"5026","the"
"5027","letter"
"5028","in"
"5029","that"
"5030","line"
"5031","so"
"5032","dad"
"5033","where"
"5034","are"
"5035","the"
"5036","letters"
"5037","you"
"5038","know"
"5039","it's"
"5040","just"
"5041","by"
"5042","sheer"
"5043","happenstancethat"
"5044","his"
"5045","grandfather"
"5046","dad"
"5047","even"
"5048","found"
"5049","them"
"5050","they"
"5051","were"
"5052","in"
"5053","an"
"5054","antique"
"5055","deskfrom"
"5056","the"
"5057","press"
"5058","room"
"5059","dad"
"5060","of"
"5061","the"
"5062","new"
"5063","england"
"5064","courant"
"5065","that's"
"5066","a"
"5067","newspaper"
"5068","dad"
"5069","where"
"5070","are"
"5071","the"
"5072","letters"
"5073","i"
"5074","don't"
"5075","have"
"5076","them"
"5077","son"
"5078","what"
"5079","i"
"5080","don't"
"5081","have"
"5082","them"
"5083","where"
"5084","are"
"5085","they"
"5086","i"
"5087","donated"
"5088","them"
"5089","to"
"5090","the"
"5091","franklin"
"5092","institutein"
"5093","philadelphia"
"5094","time"
"5095","to"
"5096","go"
"5097","i"
"5098","still"
"5099","can't"
"5100","believe"
"5101","it"
"5102","all"
"5103","this"
"5104","timeno"
"5105","one"
"5106","knew"
"5107","what"
"5108","was"
"5109","on"
"5110","the"
"5111","back"
"5112","the"
"5113","back"
"5114","of"
"5115","what"
"5116","no"
"5117","oh"
"5118","my"
"5119","god"
"5120","oh"
"5121","my"
"5122","god"
"5123","i"
"5124","know"
"5125","oh"
"5126","my"
"5127","god"
"5128","what"
"5129","have"
"5130","you"
"5131","done"
"5132","this"
"5133","is"
"5134","this"
"5135","is"
"5136","the"
"5137","i"
"5138","know"
"5139","this"
"5140","is"
"5141","the"
"5142","declaration"
"5143","of"
"5144","independence"
"5145","yes"
"5146","and"
"5147","it's"
"5148","very"
"5149","delicate"
"5150","you"
"5151","stole"
"5152","it"
"5153","dad"
"5154","i"
"5155","can"
"5156","explain"
"5157","but"
"5158","i"
"5159","don't"
"5160","have"
"5161","time.it"
"5162","was"
"5163","necessary"
"5164","and"
"5165","you"
"5166","saw"
"5167","the"
"5168","cipher"
"5169","and"
"5170","that"
"5171","will"
"5172","lead"
"5173","to"
"5174","another"
"5175","clue"
"5176","and"
"5177","that"
"5178","will"
"5179","lead"
"5180","to"
"5181","another"
"5182","clue"
"5183","there"
"5184","is"
"5185","no"
"5186","treasure.i"
"5187","wasted"
"5188","years"
"5189","of"
"5190","my"
"5191","life"
"5192","and"
"5193","now"
"5194","you've"
"5195","destroyed"
"5196","yours"
"5197","and"
"5198","you"
"5199","pulled"
"5200","me"
"5201","into"
"5202","all"
"5203","this"
"5204","well"
"5205","we"
"5206","can't"
"5207","have"
"5208","that"
"5209","come"
"5210","in"
"5211","i'm"
"5212","in"
"5213","here"
"5214","fbi"
"5215","right"
"5216","you"
"5217","gonna"
"5218","untie"
"5219","me"
"5220","and"
"5221","you"
"5222","have"
"5223","no"
"5224","idea"
"5225","where"
"5226","he's"
"5227","going"
"5228","well"
"5229","wouldn't"
"5230","i"
"5231","have"
"5232","told"
"5233","you"
"5234","if"
"5235","i"
"5236","did"
"5237","would"
"5238","you"
"5239","he"
"5240","tied"
"5241","me"
"5242","to"
"5243","a"
"5244","chair"
"5245","the"
"5246","garage"
"5247","is"
"5248","empty"
"5249","but"
"5250","there's"
"5251","a"
"5252","cadillacde"
"5253","ville"
"5254","registered"
"5255","to"
"5256","patrick"
"5257","gates"
"5258","and"
"5259","he"
"5260","stole"
"5261","my"
"5262","car"
"5263","don't"
"5264","worry"
"5265","mr"
"5266","gates"
"5267","we'll"
"5268","find"
"5269","your"
"5270","car.and"
"5271","your"
"5272","son"
"5273","your"
"5274","dad's"
"5275","got"
"5276","a"
"5277","sweet"
"5278","ride"
"5279","i"
"5280","think"
"5281","we"
"5282","should"
"5283","change"
"5284","clothes"
"5285","we"
"5286","look"
"5287","kind"
"5288","of"
"5289","conspicuous"
"5290","don't"
"5291","you"
"5292","think"
"5293","i'd"
"5294","love"
"5295","to"
"5296","go"
"5297","shopping"
"5298","too"
"5299","but"
"5300","we"
"5301","have"
"5302","no"
"5303","money"
"5304","here"
"5305","i"
"5306","took"
"5307","this"
"5308","from"
"5309","his"
"5310","house"
"5311","he"
"5312","usually"
"5313","tucks"
"5314","a"
"5315","few"
"5316","hundred"
"5317","dollarssomewhere"
"5318","between"
"5319","those"
"5320","pages"
"5321","common"
"5322","sense"
"5323","how"
"5324","appropriate"
"5325","when"
"5326","are"
"5327","we"
"5328","gonna"
"5329","get"
"5330","there"
"5331","i'm"
"5332","hungry"
"5333","this"
"5334","car"
"5335","smells"
"5336","weird"
"5337","excuse"
"5338","me"
"5339","excuse"
"5340","me"
"5341","oops"
"5342","sorry"
"5343","sir"
"5344","excuse"
"5345","me"
"5346","that's"
"5347","ok"
"5348","s"
"5349","s"
"5350","a"
"5351","n"
"5352","d"
"5353","ok"
"5354","you're"
"5355","sure"
"5356","this"
"5357","is"
"5358","right"
"5359","ok"
"5360","s"
"5361","s"
"5362","a"
"5363","no"
"5364","n"
"5365","that"
"5366","is"
"5367","an"
"5368","n"
"5369","it"
"5370","doesn't"
"5371","look"
"5372","like"
"5373","an"
"5374","n"
"5375","you"
"5376","know"
"5377","what"
"5378","here"
"5379","last"
"5380","one"
"5381","ok"
"5382","one"
"5383","more"
"5384","dollar"
"5385","thank"
"5386","you"
"5387","go"
"5388","get"
"5389","the"
"5390","last"
"5391","four"
"5392","letters"
"5393","go"
"5394","get"
"5395","em"
"5396","chief"
"5397","come"
"5398","on"
"5399","ok"
"5400","the"
"5401","vision"
"5402","to"
"5403","see"
"5404","the"
"5405","treasured"
"5406","past"
"5407","comes"
"5408","as"
"5409","the"
"5410","timely"
"5411","shadow"
"5412","crossesin"
"5413","front"
"5414","of"
"5415","the"
"5416","house"
"5417","of"
"5418","pass"
"5419","and"
"5420","pass"
"5421","and"
"5422","what"
"5423","pass"
"5424","and"
"5425","what's"
"5426","going"
"5427","on"
"5428","i'm"
"5429","not"
"5430","sure"
"5431","what's"
"5432","up"
"5433","so"
"5434","you"
"5435","show"
"5436","up"
"5437","at"
"5438","your"
"5439","father's"
"5440","doorand"
"5441","say"
"5442","you're"
"5443","in"
"5444","trouble"
"5445","and"
"5446","the"
"5447","first"
"5448","thing"
"5449","he"
"5450","assumesis"
"5451","i'm"
"5452","pregnant"
"5453","is"
"5454","there"
"5455","a"
"5456","question"
"5457","in"
"5458","there"
"5459","i"
"5460","think"
"5461","there's"
"5462","an"
"5463","interesting"
"5464","storyin"
"5465","there"
"5466","well"
"5467","my"
"5468","father"
"5469","thinks"
"5470","i've"
"5471","beena"
"5472","little"
"5473","too"
"5474","cavalier"
"5475","in"
"5476","my"
"5477","personal"
"5478","life"
"5479","i"
"5480","see"
"5481","let"
"5482","me"
"5483","ask"
"5484","you"
"5485","something"
"5486","have"
"5487","you"
"5488","ever"
"5489","told"
"5490","someone"
"5491","not"
"5492","a"
"5493","relative"
"5494","i"
"5495","love"
"5496","you"
"5497","yes"
"5498","more"
"5499","than"
"5500","one"
"5501","someone"
"5502","yes"
"5503","oh"
"5504","well"
"5505","then"
"5506","my"
"5507","father"
"5508","would"
"5509","say"
"5510","you've"
"5511","been"
"5512","a"
"5513","little"
"5514","too"
"5515","cavalierin"
"5516","your"
"5517","personal"
"5518","life"
"5519","too"
"5520","so"
"5521","you"
"5522","get"
"5523","your"
"5524","sense"
"5525","of"
"5526","absolute"
"5527","certaintyfrom"
"5528","him"
"5529","do"
"5530","you"
"5531","well"
"5532","i'm"
"5533","sure"
"5534","i"
"5535","don't"
"5536","knowwhat"
"5537","you"
"5538","mean"
"5539","well"
"5540","you're"
"5541","certain"
"5542","the"
"5543","treasure"
"5544","is"
"5545","real"
"5546","despite"
"5547","what"
"5548","anyone"
"5549","else"
"5550","thinks"
"5551","no"
"5552","but"
"5553","i"
"5554","hope"
"5555","it's"
"5556","real"
"5557","i"
"5558","mean"
"5559","i've"
"5560","dreamt"
"5561","it's"
"5562","realsince"
"5563","my"
"5564","grandfather"
"5565","told"
"5566","me"
"5567","about"
"5568","it"
"5569","but"
"5570","i"
"5571","want"
"5572","to"
"5573","hold"
"5574","it.i"
"5575","feel"
"5576","like"
"5577","i'm"
"5578","so"
"5579","close"
"5580","i"
"5581","can"
"5582","taste"
"5583","it"
"5584","but"
"5585","i"
"5586","just"
"5587","i"
"5588","just"
"5589","want"
"5590","to"
"5591","know"
"5592","it's"
"5593","not"
"5594","justsomething"
"5595","in"
"5596","my"
"5597","head"
"5598","or"
"5599","in"
"5600","my"
"5601","heart"
"5602","people"
"5603","don't"
"5604","really"
"5605","talk"
"5606","that"
"5607","way"
"5608","you"
"5609","know"
"5610","i"
"5611","know"
"5612","but"
"5613","they"
"5614","think"
"5615","that"
"5616","way"
"5617","hey"
"5618","did"
"5619","you"
"5620","get"
"5621","it"
"5622","riley"
"5623","oh"
"5624","i"
"5625","got"
"5626","it"
"5627","the"
"5628","vision"
"5629","to"
"5630","seethe"
"5631","treasured"
"5632","past"
"5633","comes"
"5634","as"
"5635","the"
"5636","timely"
"5637","shadow"
"5638","crossesin"
"5639","front"
"5640","of"
