"","word"
"1949","engravingon"
"1950","the"
"1951","stem"
"1952","of"
"1953","a"
"1954","year"
"1955","old"
"1956","pipe"
"1957","owned"
"1958","by"
"1959","freemasons"
"1960","may"
"1961","i"
"1962","see"
"1963","the"
"1964","pipe"
"1965","we"
"1966","don't"
"1967","have"
"1968","it"
"1969","did"
"1970","big"
"1971","foot"
"1972","take"
"1973","it"
"1974","it"
"1975","was"
"1976","nice"
"1977","meeting"
"1978","you"
"1979","nice"
"1980","to"
"1981","meet"
"1982","you"
"1983","too"
"1984","and"
"1985","you"
"1986","know"
"1987","that"
"1988","really"
"1989","is"
"1990","a"
"1991","nice"
"1992","collection"
"1993","must"
"1994","have"
"1995","taken"
"1996","you"
"1997","a"
"1998","long"
"1999","timeto"
"2000","hunt"
"2001","down"
"2002","all"
"2003","that"
"2004","history"
"2005","if"
"2006","it's"
"2007","any"
"2008","consolation"
"2009","you"
"2010","had"
"2011","me"
"2012","convinced"
"2013","it's"
"2014","not"
"2015","i"
"2016","was"
"2017","thinking"
"2018","what"
"2019","if"
"2020","we"
"2021","go"
"2022","public"
"2023","plaster"
"2024","the"
"2025","story"
"2026","all"
"2027","over"
"2028","the"
"2029","internet"
"2030","it's"
"2031","not"
"2032","likewe"
"2033","have"
"2034","our"
"2035","reputations"
"2036","to"
"2037","worry"
"2038","about"
"2039","although"
"2040","i"
"2041","don't"
"2042","thinkthat's"
"2043","exactly"
"2044","gonna"
"2045","scare"
"2046","lan"
"2047","away"
"2048","years"
"2049","of"
"2050","searching"
"2051","and"
"2052","i'm"
"2053","three"
"2054","feet"
"2055","away"
"2056","of"
"2057","all"
"2058","the"
"2059","wordswritten"
"2060","here"
"2061","about"
"2062","freedom"
"2063","there's"
"2064","a"
"2065","line"
"2066","herethat's"
"2067","at"
"2068","the"
"2069","heart"
"2070","of"
"2071","all"
"2072","the"
"2073","others"
"2074","but"
"2075","when"
"2076","a"
"2077","long"
"2078","train"
"2079","of"
"2080","abusesand"
"2081","usurpations"
"2082","pursuing"
"2083","invariably"
"2084","the"
"2085","same"
"2086","object"
"2087","evinces"
"2088","a"
"2089","design"
"2090","to"
"2091","reduce"
"2092","themunder"
"2093","absolute"
"2094","despotism"
"2095","it"
"2096","is"
"2097","their"
"2098","right"
"2099","it"
"2100","is"
"2101","their"
"2102","dutyto"
"2103","throw"
"2104","off"
"2105","such"
"2106","government"
"2107","and"
"2108","provide"
"2109","new"
"2110","guardsfor"
"2111","their"
"2112","future"
"2113","security"
"2114","people"
"2115","don't"
"2116","talk"
"2117","that"
"2118","way"
"2119","any"
"2120","more"
"2121","beautiful"
"2122","huh"
"2123","no"
"2124","idea"
"2125","what"
"2126","you"
"2127","said"
"2128","it"
"2129","means"
"2130","if"
"2131","there's"
"2132","something"
"2133","wrong"
"2134","those"
"2135","who"
"2136","have"
"2137","the"
"2138","ability"
"2139","to"
"2140","take"
"2141","actionhave"
"2142","the"
"2143","responsibility"
"2144","to"
"2145","take"
"2146","action"
"2147","i'm"
"2148","gonna"
"2149","steal"
"2150","it"
"2151","what"
"2152","i'm"
"2153","gonna"
"2154","stealthe"
"2155","declaration"
"2156","of"
"2157","independence"
"2158","ben"
"2159","this"
"2160","is"
"2161","huge"
"2162","it's"
"2163","prison"
"2164","huge"
"2165","you"
"2166","are"
"2167","gonna"
"2168","go"
"2169","to"
"2170","prison"
"2171","you"
"2172","know"
"2173","that"
"2174","yeah"
"2175","probably"
"2176","so"
"2177","that"
"2178","would"
"2179","bother"
"2180","most"
"2181","people"
"2182","lan's"
"2183","gonna"
"2184","try"
"2185","and"
"2186","steal"
"2187","it"
"2188","and"
"2189","if"
"2190","hesucceeds"
"2191","he'll"
"2192","destroy"
"2193","the"
"2194","declaration"
"2195","the"
"2196","fact"
"2197","is"
"2198","the"
"2199","only"
"2200","way"
"2201","to"
"2202","protectthe"
"2203","declaration"
"2204","is"
"2205","to"
"2206","steal"
"2207","it"
"2208","it's"
"2209","upside"
"2210","down"
"2211","i"
"2212","don't"
"2213","think"
"2214","there's"
"2215","a"
"2216","choice"
"2217","ben"
"2218","for"
"2219","god's"
"2220","sakes"
"2221","it's"
"2222","like"
"2223","stealing"
"2224","a"
"2225","national"
"2226","monument"
"2227","ok"
"2228","it's"
"2229","like"
"2230","stealing"
"2231","him"
"2232","it"
"2233","can't"
"2234","be"
"2235","done"
"2236","not"
"2237","shouldn't"
"2238","be"
"2239","done.it"
"2240","can't"
"2241","be"
"2242","done"
"2243","let"
"2244","me"
"2245","prove"
"2246","it"
"2247","to"
"2248","you"
"2249","ok"
"2250","ben"
"2251","pay"
"2252","attention"
"2253","i've"
"2254","brought"
"2255","you"
"2256","to"
"2257","the"
"2258","library"
"2259","of"
"2260","congress"
"2261","why"
"2262","because"
"2263","it's"
"2264","the"
"2265","biggest"
"2266","libraryin"
"2267","the"
"2268","world"
"2269","over"
"2270","million"
"2271","books"
"2272","and"
"2273","they're"
"2274","all"
"2275","sayingthe"
"2276","same"
"2277","exact"
"2278","thing"
"2279","listen"
"2280","to"
"2281","riley"
"2282","what"
"2283","we"
"2284","have"
"2285","here"
"2286","my"
"2287","friend"
"2288","is"
"2289","an"
"2290","entire"
"2291","layout"
"2292","of"
"2293","the"
"2294","archives"
"2295","short"
"2296","of"
"2297","builders"
"2298","blueprints"
"2299","you've"
"2300","got"
"2301","construction"
"2302","orders"
"2303","phone"
"2304","lines"
"2305","water"
"2306","and"
"2307","sewage"
"2308","it's"
"2309","all"
"2310","here"
"2311","now"
"2312","when"
"2313","the"
"2314","declarationis"
"2315","on"
"2316","display"
"2317","ok"
"2318","it"
"2319","is"
"2320","surrounded"
"2321","by"
"2322","guardsand"
"2323","video"
"2324","monitors"
"2325","and"
"2326","a"
"2327","little"
"2328","family"
"2329","from"
"2330","lowa"
"2331","and"
"2332","little"
"2333","kidson"
"2334","their"
"2335","eighth"
"2336","grade"
"2337","field"
"2338","trip"
"2339","and"
"2340","beneath"
"2341","an"
"2342","inch"
"2343","of"
"2344","bulletproof"
"2345","glassis"
"2346","an"
"2347","army"
"2348","of"
"2349","sensors"
"2350","and"
"2351","heat"
"2352","monitors"
"2353","that"
"2354","will"
"2355","go"
"2356","off"
"2357","if"
"2358","someone"
"2359","gets"
"2360","too"
"2361","closewith"
"2362","a"
"2363","high"
"2364","fever"
"2365","now"
"2366","when"
"2367","it's"
"2368","not"
"2369","on"
"2370","display"
"2371","it"
"2372","is"
"2373","lowered"
"2374","into"
"2375","a"
"2376","four"
"2377","foot"
"2378","thickconcrete"
"2379","steel"
"2380","plated"
"2381","vault"
"2382","that"
"2383","happens"
"2384","to"
"2385","be"
"2386","equippedwith"
"2387","an"
"2388","electronic"
"2389","combination"
"2390","lock"
"2391","and"
"2392","biometric"
"2393","access"
"2394","denial"
"2395","systems"
"2396","you"
"2397","know"
"2398","thomas"
"2399","edison"
"2400","tried"
"2401","and"
"2402","failednearly"
"2403","times"
"2404","to"
"2405","develop"
"2406","the"
"2407","carbonised"
"2408","cotton"
"2409","threadfilament"
"2410","for"
"2411","the"
"2412","incandescent"
"2413","light"
"2414","bulb"
"2415","edison"
"2416","when"
"2417","asked"
"2418","about"
"2419","it"
"2420","he"
"2421","said"
"2422","i"
"2423","didn't"
"2424","fail"
"2425","i"
"2426","found"
"2427","out"
"2428","wayshow"
"2429","not"
"2430","to"
"2431","make"
"2432","a"
"2433","light"
"2434","bulb"
"2435","but"
"2436","he"
"2437","only"
"2438","needed"
"2439","to"
"2440","find"
"2441","one"
"2442","wayto"
"2443","make"
"2444","it"
"2445","work"
"2446","the"
"2447","preservation"
"2448","room.enjoy"
"2449","go"
"2450","ahead"
"2451","do"
"2452","you"
"2453","knowwhat"
"2454","the"
"2455","preservation"
"2456","room"
"2457","is"
"2458","for"
"2459","delicious"
"2460","jams"
"2461","and"
"2462","jellies"
"2463","no"
"2464","that's"
"2465","where"
"2466","they"
"2467","clean"
"2468","repair"
"2469","and"
"2470","maintain"
"2471","all"
"2472","the"
"2473","documentsand"
"2474","the"
"2475","storage"
"2476","housings"
"2477","when"
"2478","they're"
"2479","not"
"2480","on"
"2481","display"
"2482","or"
"2483","in"
"2484","the"
"2485","vault"
"2486","now"
"2487","when"
"2488","the"
"2489","case"
"2490","needs"
"2491","work"
"2492","they"
"2493","takeit"
"2494","out"
"2495","of"
"2496","the"
"2497","vault"
"2498","directly"
"2499","across"
"2500","the"
"2501","hall"
"2502","and"
"2503","into"
"2504","the"
"2505","preservation"
"2506","room"
"2507","the"
"2508","best"
"2509","time"
"2510","for"
"2511","us"
"2512","or"
"2513","lan"
"2514","to"
"2515","steal"
"2516","itwould"
"2517","be"
"2518","during"
"2519","the"
"2520","gala"
"2521","this"
"2522","weekend"
"2523","when"
"2524","the"
"2525","guards"
"2526","are"
"2527","distractedby"
"2528","the"
"2529","vips"
"2530","upstairs"
"2531","but"
"2532","we'll"
"2533","make"
"2534","our"
"2535","way"
"2536","to"
"2537","the"
"2538","preservationroom"
"2539","where"
"2540","there's"
"2541","much"
"2542","less"
"2543","security"
"2544","well"
"2545","if"
"2546","lan"
"2547","preservation"
"2548","the"
"2549","gala"
"2550","huh"
"2551","this"
"2552","might"
"2553","be"
"2554","possible"
"2555","it"
"2556","might"
"2557","and"
"2558","we"
"2559","are"
"2560","in"
"2561","there"
"2562","you"
"2563","are"
"2564","hello"
"2565","the"
"2566","hallway"
"2567","that's"
"2568","what"
"2569","i"
"2570","want"
"2571","game"
"2572","on"
"2573","i'll"
"2574","buy"
"2575","that"
"2576","cool"
"2577","this"
"2578","just"
"2579","came"
"2580","for"
"2581","you"
"2582","i"
"2583","hope"
"2584","it's"
"2585","not"
"2586","from"
"2587","stan"
"2588","for"
"2589","the"
"2590","woman"
"2591","who"
"2592","has"
"2593","everything"
"2594","else"
"2595","thanks"
"2596","for"
"2597","listening"
"2598","paul"
"2599","brown"
"2600","abigail"
"2601","chase"
"2602","hey"
"2603","mike"
"2604","let's"
"2605","do"
"2606","this"
"2607","by"
"2608","the"
"2609","book"
"2610","hallway"
"2611","is"
"2612","secure"
"2613","keep"
"2614","the"
"2615","document"
"2616","level"
"2617","no"
"2618","problem"
"2619","what"
"2620","have"
"2621","you"
"2622","got"
"2623","the"
"2624","heat"
"2625","sensor"
"2626","went"
"2627","offin"
"2628","the"
"2629","declaration"
"2630","frame"
"2631","run"
"2632","full"
"2633","diagnostics"
"2634","then"
"2635","i"
"2636","want"
"2637","them"
"2638","all"
"2639","changed"
"2640","out"
"2641","our"
"2642","evil"
"2643","plan"
"2644","is"
"2645","working"
"2646","ben"
"2647","are"
"2648","you"
"2649","sure"
"2650","that"
"2651","we"
"2652","should"
"2653","riley"
"2654","can"
"2655","you"
"2656","hear"
"2657","me"
"2658","unfortunately"
"2659","yeah"
"2660","we're"
"2661","all"
"2662","set"
"2663","in"
"2664","here"
"2665","you"
"2666","want"
"2667","to"
"2668","go"
"2669","around"
"2670","to"
"2671","the"
"2672","frontand"
"2673","present"
"2674","your"
"2675","invitation"
"2676","you're"
"2677","gonna"
"2678","have"
"2679","to"
"2680","show"
"2681","id.go"
"2682","ahead"
"2683","man"
"2684","howdy"
"2685","i"
"2686","need"
"2687","your"
"2688","invitationand"
"2689","your"
"2690","id"
"2691","please"
"2692","how"
"2693","do"
"2694","you"
"2695","look"
"2696","not"
"2697","bad"
"2698","mazel"
"2699","tov"
"2700","this"
"2701","is"
"2702","it"
"2703","for"
"2704","you"
"2705","oh"
"2706","mr"
"2707","brown"
"2708","dr"
"2709","chase"
"2710","what"
"2711","are"
"2712","you"
"2713","doing"
"2714","here"
"2715","is"
"2716","that"
"2717","that"
"2718","hot"
"2719","girl"
"2720","how"
"2721","does"
"2722","she"
"2723","look"
"2724","i"
"2725","made"
"2726","a"
"2727","last"
"2728","minute"
"2729","donation"
"2730","a"
"2731","big"
"2732","one"
"2733","well"
"2734","on"
"2735","that"
"2736","subject"
"2737","thank"
"2738","you"
"2739","for"
"2740","your"
"2741","wonderful"
"2742","gift"
"2743","oh"
"2744","you"
"2745","did"
"2746","get"
"2747","it"
"2748","good"
"2749","yes"
"2750","thank"
"2751","you"
"2752","you"
"2753","know"
"2754","i"
"2755","really"
"2756","couldn't"
"2757","acceptsomething"
"2758","like"
"2759","that"
"2760","normally"
"2761","but"
"2762","i"
"2763","really"
"2764","want"
"2765","it"
"2766","well"
"2767","you"
"2768","needed"
"2769","it"
"2770","come"
"2771","on"
"2772","romeo"
"2773","get"
"2774","outta"
"2775","there"
"2776","i"
"2777","have"
"2778","been"
"2779","wondering"
"2780","though"
"2781","what"
"2782","the"
"2783","engraving"
"2784","indicated"
"2785","on"
"2786","the"
"2787","pipe"
"2788","that"
"2789","big"
"2790","foot"
"2791","took"
"2792","hi"
"2793","here"
"2794","you"
"2795","go"
"2796","oh"
"2797","dr"
"2798","herbert"
"2799","this"
"2800","is"
"2801","mr"
"2802","brown"
"2803","hi"
"2804","hi"
"2805","there"
"2806","who's"
"2807","the"
"2808","stiff"
"2809","here"
"2810","why"
"2811","don't"
"2812","you"
"2813","let"
"2814","me"
"2815","take"
"2816","that"
"2817","so"
"2818","you"
"2819","can"
"2820","take"
"2821","that"
"2822","off"
"2823","his"
"2824","hands"
"2825","thank"
"2826","you"
"2827","a"
"2828","toast"
"2829","yeah"
"2830","to"
"2831","high"
"2832","treason"
"2833","that's"
"2834","what"
"2835","these"
"2836","men"
"2837","were"
"2838","committingwhen"
"2839","they"
"2840","signed"
"2841","the"
"2842","declaration"
"2843","had"
"2844","we"
"2845","lost"
"2846","the"
"2847","war"
"2848","they"
"2849","would"
"2850","have"
"2851","beenhanged"
"2852","beheaded"
"2853","drawn"
"2854","and"
"2855","quartered"
"2856","and"
"2857","oh"
"2858","oh"
"2859","my"
"2860","personal"
"2861","favourite"
"2862","and"
"2863","had"
"2864","their"
"2865","entrails"
"2866","cut"
"2867","out"
"2868","and"
"2869","burned"
"2870","so"
"2871","here's"
"2872","to"
"2873","the"
"2874","menwho"
"2875","did"
"2876","what"
"2877","was"
"2878","considered"
"2879","wrong"
"2880","in"
"2881","order"
"2882","to"
"2883","do"
"2884","what"
"2885","they"
"2886","knew"
"2887","was"
"2888","right"
"2889","what"
"2890","they"
"2891","knew"
"2892","was"
"2893","right"
"2894","well"
"2895","good"
"2896","night"
"2897","good"
"2898","night"
"2899","good"
"2900","night"
"2901","yeah"
"2902","ok"
"2903","go"
"2904","go"
"2905","this"
"2906","better"
"2907","work"
"2908","clear"
"2909","on"
"2910","door"
"2911","one"
"2912","seconds"
"2913","how"
"2914","does"
"2915","it"
"2916","look"
"2917","it's"
"2918","working.it's"
"2919","working"
"2920","unbelievable"
"2921","second"
"2922","door"
"2923","seconds"
"2924","well"
"2925","done"
"2926","boys"
"2927","let's"
"2928","go"
"2929","we're"
"2930","in"
"2931","the"
"2932","elevator"
"2933","ok"
"2934","i'm"
"2935","gonna"
"2936","turn"
"2937","offthe"
"2938","surveillance"
"2939","cameras"
"2940","ready"
"2941","in"
"2942","five"
"2943","four"
"2944","three"
"2945","now"
"2946","ben"
"2947","gates"
"2948","you"
"2949","are"
"2950","now"
"2951","the"
"2952","invisible"
"2953","man"
"2954","i'm"
"2955","here"
"2956","give"
"2957","me"
"2958","the"
"2959","letters"
"2960","for"
"2961","her"
"2962","password"
"2963","what"
"2964","do"
"2965","you"
"2966","got"
"2967","for"
"2968","me"
"2969","hit"
"2970","me"
"2971","with"
"2972","it"
"2973","a"
"2974","e"
"2975","f"
"2976","g"
"2977","l"
"2978","o"
"2979","r"
"2980","v"
"2981","y"
"2982","anagrams"
"2983","being"
"2984","listed"
"2985","ok"
"2986","top"
"2987","results"
"2988","a"
"2989","glove"
"2990","fry"
"2991","a"
"2992","very"
"2993","golf"
"2994","fargo"
"2995","levy"
"2996","gravy"
"2997","floe"
"2998","valey"
"2999","frog"
"3000","also"
"3001","ago"
"3002","fly"
"3003","rev"
"3004","grove"
"3005","fly"
"3006","a"
"3007","are"
"3008","fly"
"3009","gov"
"3010","era"
"3011","fly"
"3012","gov"
"3013","elf"
"3014","gov"
"3015","ray"
"3016","it's"
"3017","valley"
"3018","forge"
"3019","valley"
"3020","for"
"3021","i"
"3022","don't"
"3023","have"
"3024","that"
"3025","on"
"3026","my"
"3027","computer"
"3028","it's"
"3029","valley"
"3030","forge"
"3031","she"
"3032","pressed"
"3033","the"
"3034","e"
"3035","and"
"3036","l"
"3037","twice"
"3038","valley"
"3039","forge"
"3040","was"
"3041","a"
"3042","turning"
"3043","pointin"
"3044","the"
"3045","american"
"3046","revolution"
"3047","can"
"3048","i"
"3049","marry"
"3050","your"
"3051","brain"
"3052","we're"
"3053","in"
"3054","hello"
"3055","ben"
"3056","you're"
"3057","doing"
"3058","great"
"3059","ben"
"3060","pick"
"3061","it"
"3062","up"
"3063","you"
"3064","got"
"3065","about"
"3066","one"
"3067","we"
"3068","own"
"3069","video"
"3070","i"
"3071","lost"
"3072","my"
"3073","feed"
"3074","what"
"3075","i"
"3076","lost"
"3077","my"
"3078","feed"
"3079","ben"
"3080","i"
"3081","don't"
"3082","know"
"3083","where"
"3084","anyone"
"3085","is.i"
"3086","have"
"3087","nothing"
"3088","ben"
"3089","i"
"3090","have"
"3091","no"
"3092","ben"
"3093","i"
"3094","have"
"3095","nothing"
"3096","get"
"3097","out"
"3098","of"
"3099","there.get"
"3100","out"
"3101","of"
"3102","there"
"3103","now"
"3104","i'm"
"3105","taking"
"3106","the"
"3107","whole"
"3108","thing.i'll"
"3109","get"
"3110","it"
"3111","out"
"3112","in"
"3113","the"
"3114","elevator"
"3115","what"
"3116","are"
"3117","you"
"3118","talking"
"3119","about"
"3120","is"
"3121","it"
"3122","heavy"
"3123","shaw"
"3124","door"
"3125","three"
"3126","one"
"3127","minute"
"3128","gates"
"3129","what"
"3130","was"
"3131","that"
"3132","who's"
"3133","shooting"
"3134","damn"
"3135","he's"
"3136","got"
"3137","the"
"3138","bloody"
"3139","map"
"3140","are"
"3141","you"
"3142","still"
"3143","there"
"3144","ben"
"3145","i'm"
"3146","in"
"3147","the"
"3148","elevator"
"3149","lan's"
"3150","here"
"3151","there"
"3152","was"
"3153","uh"
"3154","shooting"
"3155","i"
"3156","hate"
"3157","that"
"3158","guy"
"3159","hey"
"3160","rebecca.do"
"3161","you"
"3162","have"
"3163","a"
"3164","paul"
"3165","brown"
"3166","on"
"3167","that"
"3168","list"
"3169","paul"
"3170","brown"
"3171","no"
"3172","not"
"3173","here"
"3174","have"
"3175","a"
"3176","good"
"3177","night"
"3178","are"
"3179","you"
"3180","trying"
"3181","to"
"3182","steal"
"3183","that"
"3184","it's"
"3185","for"
"3186","this"
"3187","yeah"
"3188","that's"
"3189","a"
"3190","lot"
"3191","hey"
"3192","i"
"3193","don't"
"3194","make"
"3195","the"
"3196","prices"
"3197","it's"
"3198","i"
"3199","have"
"3200","c"
"3201","we"
"3202","take"
"3203","visa"
"3204","this"
"3205","is"
"3206","mike"
"3207","sublevel"
"3208","three.i"
"3209","have"
"3210","an"
"3211","alert"
"3212","where"
"3213","are"
"3214","you"
"3215","ben"
"3216","where"
"3217","are"
"3218","you"
"3219","stop"
"3220","talking"
"3221","start"
"3222","the"
"3223","van"
"3224","ben"
"3225","the"
"3226","the"
"3227","mean"
"3228","declaration"
"3229","lady's"
"3230","behind"
"3231","you"
"3232","hey"
"3233","oh"
"3234","it's"
"3235","you"
"3236","hello"
"3237","mr"
"3238","brown"
"3239","what's"
"3240","going"
"3241","on"
"3242","what's"
"3243","that"
"3244","it's"
"3245","a"
"3246","souvenir"
"3247","really"
"3248","stop"
"3249","chatting"
"3250","and"
"3251","get"
"3252","in"
"3253","the"
"3254","van"
"3255","code"
"3256","red"
"3257","code"
"3258","red.we"
"3259","have"
"3260","a"
"3261","break"
"3262","in"
"3263","lock"
"3264","it"
"3265","down"
"3266","nobody"
"3267","leaves"
"3268","the"
"3269","building.get"
"3270","the"
"3271","fbi"
"3272","on"
"3273","the"
"3274","phone"
"3275","did"
"3276","you"
"3277","enjoy"
"3278","the"
"3279","party"
"3280","yeah"
"3281","oh"
"3282","my"
"3283","god"
"3284","oh"
"3285","my"
"3286","god"
"3287","you"
"3288","did"
"3289","not"
"3290","no"
"3291","security"
"3292","over"
"3293","here"
"3294","give"
"3295","me"
"3296","that"
"3297","it's"
"3298","yours"
"3299","take"
"3300","it"
"3301","security"
"3302","over"
"3303","here"
"3304","security"
"3305","got"
"3306","you"
"3307","go"
"3308","viktor"
"3309","move"
"3310","we"
"3311","can't"
"3312","just"
"3313","let"
"3314","her"
"3315","go"
"3316","we"
"3317","can"
"3318","go"
"3319","security"
"3320","over"
"3321","here"
"3322","wait"
"3323","no"
"3324","hold"
"3325","it"
"3326","hold"
"3327","it"
"3328","wha"
"3329","oh"
"3330","bad"
"3331","what"
"3332","do"
"3333","you"
"3334","want"
"3335","give"
"3336","me"
"3337","the"
"3338","document"
"3339","bad"
"3340","bad"
"3341","bad"
"3342","let"
"3343","me"
"3344","go"
"3345","just"
"3346","bring"
"3347","her"
"3348","no"
"3349","no"
"3350","that's"
"3351","go"
"3352","go"
"3353","and"
"3354","just"
"3355","who"
"3356","might"
"3357","you"
"3358","be"
"3359","once"
"3360","we"
"3361","catch"
"3362","them"
"3363","what"
"3364","do"
"3365","we"
"3366","do"
"3367","i'm"
"3368","working"
"3369","on"
"3370","it"
"3371","right"
"3372","turn"
"3373","right"
"3374","turn"
"3375","why"
"3376","don't"
"3377","you"
"3378","just"
"3379","pass"
"3380","me"
"3381","thatdocument"
"3382","then"
"3383","we"
"3384","can"
"3385","all"
"3386","go"
"3387","home"
"3388","oh"
"3389","no"
"3390","skidding"
"3391","skidding"
"3392","skidding"
"3393","oh"
"3394","no"
"3395","holy"
"3396","lord"
"3397","help"
"3398","no"
"3399","if"
"3400","she"
"3401","falls"
"3402","the"
"3403","document"
"3404","falls"
"3405","get"
"3406","me"
"3407","next"
"3408","to"
"3409","her"
"3410","thank"
"3411","you"
"3412","no"
"3413","got"
"3414","it"
"3415","go"
"3416","on"
"3417","abigail"
"3418","come"
"3419","on"
"3420","jump"
"3421","we"
"3422","lost"
"3423","them"
"3424","that's"
"3425","all"
"3426","right"
"3427","this"
"3428","is"
"3429","what"
"3430","we"
"3431","need"
"3432","well"
"3433","done"
"3434","gates"
"3435","well"
"3436","done"
"3437","are"
"3438","you"
"3439","all"
"3440","right"
"3441","no"
"3442","those"
"3443","lunatics"
"3444","you're"
"3445","not"
"3446","hurt"
"3447","are"
"3448","you"
"3449","you"
"3450","are"
"3451","all"
"3452","lunatics"
"3453","are"
"3454","you"
"3455","hungry"
"3456","what"
"3457","are"
"3458","you"
"3459","all"
"3460","right"
"3461","still"
"3462","a"
"3463","little"
"3464","on"
"3465","edge"
"3466","from"
"3467","being"
"3468","shot"
"3469","at"
"3470","but"
"3471","i'll"
"3472","be"
"3473","ok"
"3474","thanks"
"3475","for"
"3476","asking"
"3477","yeah"
"3478","well"
"3479","i'm"
"3480","not"
"3481","all"
"3482","right"
"3483","those"
"3484","menhave"
"3485","the"
"3486","declaration"
"3487","of"
"3488","independence"
"3489","she"
"3490","lost"
"3491","it"
"3492","they"
"3493","don't"
"3494","have"
"3495","it"
"3496","see"
"3497","ok"
"3498","now"
"3499","could"
"3500","you"
"3501","please"
"3502","stop"
"3503","shouting"
"3504","give"
"3505","me"
"3506","that"
"3507","you're"
"3508","still"
"3509","shouting"
"3510","it's"
"3511","starting"
"3512","to"
"3513","annoy"
"3514","you'd"
"3515","do"
"3516","well"
"3517","dr"
"3518","chase"
"3519","to"
"3520","be"
"3521","a"
"3522","bit"
"3523","more"
"3524","civilised"
"3525","in"
"3526","this"
"3527","instance"
"3528","if"
"3529","this"
"3530","is"
"3531","the"
"3532","real"
"3533","one"
"3534","what"
"3535","did"
"3536","they"
"3537","get"
"3538","a"
"3539","souvenir"
"3540","i"
"3541","thought"
"3542","it'd"
"3543","be"
"3544","a"
"3545","good"
"3546","idea"
"3547","to"
"3548","havea"
"3549","duplicate"
"3550","it"
"3551","turned"
"3552","out"
"3553","i"
"3554","was"
"3555","right"
"3556","i"
"3557","actually"
"3558","had"
"3559","to"
"3560","pay"
"3561","for"
"3562","the"
"3563","souvenir"
"3564","andthe"
"3565","real"
"3566","one"
"3567","so"
"3568","you"
"3569","owe"
"3570","me"
"3571","plus"
"3572","tax"
"3573","genius"
"3574","who"
"3575","were"
"3576","those"
"3577","men"
"3578","just"
"3579","the"
"3580","guys"
"3581","we"
"3582","warned"
"3583","youwere"
"3584","gonna"
"3585","steal"
"3586","the"
"3587","declaration"
"3588","and"
"3589","you"
"3590","didn't"
"3591","believe"
"3592","us"
"3593","we"
"3594","did"
"3595","the"
"3596","only"
"3597","thing"
"3598","we"
"3599","could"
"3600","doto"
"3601","keep"
"3602","it"
"3603","safe"
"3604","verdammt"
"3605","give"
"3606","me"
"3607","that"
"3608","you"
"3609","know"
"3610","something"
"3611","you're"
"3612","shouting"
"3613","again"
"3614","i'm"
"3615","pretty"
"3616","sure"
"3617","she"
"3618","was"
"3619","swearing"
"3620","too"
"3621","well"
"3622","we"
"3623","probably"
"3624","deserve"
"3625","that"
"3626","ladies"
"3627","and"
"3628","gentlemen"
"3629","ladies"
"3630","and"
"3631","gentlemen"
"3632","my"
"3633","name"
"3634","ispeter"
"3635","sadusky"
"3636","i'm"
"3637","the"
"3638","agent"
"3639","in"
"3640","charge"
"3641","i"
"3642","wanna"
"3643","reassure"
"3644","you"
"3645","you"
"3646","are"
"3647","not"
"3648","in"
"3649","danger"
"3650","in"
"3651","any"
"3652","way"
"3653","if"
"3654","we"
"3655","all"
"3656","cooperate"
"3657","we'll"
"3658","get"
"3659","through"
"3660","thiswith"
"3661","as"
"3662","little"
"3663","frustration"
"3664","as"
"3665","possible"
"3666","thank"
"3667","you"
"3668","get"
"3669","positive"
"3670","ids"
"3671","search"
"3672","everyone"
"3673","including"
"3674","the"
"3675","security"
"3676","staff"
"3677","if"
"3678","they"
"3679","refuse"
"3680","detain"
"3681","them"
"3682","and"
"3683","get"
"3684","warrants"
"3685","yes"
"3686","agent"
"3687","hendricks"
"3688","you"
"3689","have"
"3690","something"
"3691","um"
"3692","this"
"3693","isn't"
"3694","a"
"3695","day"
"3696","for"
"3697","um"
"3698","we"
"3699","got"
"3700","a"
"3701","tip"
"3702","several"
"3703","days"
"3704","ago"
"3705","that"
"3706","someone"
"3707","was"
"3708","going"
"3709","to"
"3710","stealthe"
"3711","declaration"
"3712","of"
"3713","independence"
"3714","do"
"3715","we"
"3716","have"
"3717","a"
"3718","name"
"3719","on"
"3720","the"
"3721","tipster"
"3722","there"
"3723","was"
"3724","no"
"3725","file"
"3726","opened.we"
"3727","didn't"
"3728","find"
"3729","the"
"3730","information"
"3731","credible"
"3732","how"
"3733","about"
"3734","now"
"3735","there"
"3736","is"
"3737","not"
"3738","a"
"3739","treasure"
"3740","map"
"3741","on"
"3742","the"
"3743","backof"
"3744","the"
"3745","declaration"
"3746","of"
"3747","independence"
"3748","and"
"3749","there's"
"3750","no"
"3751","chanceanyone"
"3752","can"
"3753","steal"
"3754","this"
"3755","either"
"3756","i"
"3757","levelled"
"3758","with"
"3759","you"
"3760","per"
"3761","cent.everything"
"3762","i"
"3763","told"
"3764","you"
"3765","was"
"3766","the"
"3767","truth"
"3768","i"
"3769","want"
"3770","that"
"3771","document"
"3772","mr"
"3773","brown"
"3774","ok"
"3775","my"
"3776","name's"
"3777","not"
"3778","brown.it's"
"3779","gates"
"3780","i"
"3781","levelled"
"3782","with"
"3783","you"
"3784","per"
"3785","cent"
"3786","wait"
"3787","a"
"3788","minute"
"3789","did"
"3790","you"
"3791","just"
"3792","say"
"3793","gates"
"3794","gates"
"3795","you're"
"3796","that"
